log_budget,release_year,release_month,holiday_release,director_prior_films,director_prior_avg_gross,star_prior_films,star_prior_avg_gross,company_prior_films,company_prior_avg_gross,director_has_prior_history,star_has_prior_history,company_has_prior_history,budget_missing,primary_genre_Action,primary_genre_Adventure,primary_genre_Animation,primary_genre_Biography,primary_genre_Comedy,primary_genre_Crime,primary_genre_Drama,primary_genre_Family,primary_genre_Fantasy,primary_genre_Horror,primary_genre_Music,primary_genre_Mystery,primary_genre_Romance,primary_genre_Sci-Fi,primary_genre_Thriller,primary_genre_Western,release_season_Unknown,release_season_fall,release_season_holiday,release_season_spring,release_season_summer,release_season_winter
0.006013167506602014,-1.8791857515710102,-0.17476837116024113,-0.43962631362726723,-0.6753694038751735,-0.27173639527551396,-0.6732959066584874,-0.2275756590587121,-0.5723116606772517,-0.14888485707546595,-1.2659597846790662,-1.2940978052538283,-1.428004836201591,-0.6055357121324554,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
-1.3165217778779328,-1.8791857515710102,0.11642490692483842,-0.43962631362726723,-0.6753694038751735,-0.27173639527551396,-0.6732959066584874,-0.2275756590587121,-0.5723116606772517,-0.14888485707546595,-1.2659597846790662,-1.2940978052538283,-1.428004836201591,-0.6055357121324554,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
-0.04363116830196227,-1.8791857515710102,-0.17476837116024113,-0.43962631362726723,-0.6753694038751735,-0.27173639527551396,-0.6732959066584874,-0.2275756590587121,-0.5723116606772517,-0.14888485707546595,-1.2659597846790662,-1.2940978052538283,-1.428004836201591,-0.6055357121324554,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
-1.5472777720033022,-1.8791857515710102,0.11642490692483842,-0.43962631362726723,-0.6753694038751735,-0.27173639527551396,-0.6732959066584874,-0.2275756590587121,-0.5723116606772517,-0.14888485707546595,-1.2659597846790662,-1.2940978052538283,-1.428004836201591,-0.6055357121324554,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
-1.0523731294047143,-1.8791857515710102,0.11642490692483842,-0.43962631362726723,-0.6753694038751735,-0.27173639527551396,-0.6732959066584874,-0.2275756590587121,-0.5723116606772517,-0.14888485707546595,-1.2659597846790662,-1.2940978052538283,-1.428004836201591,-0.6055357121324554,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
-3.24649095612021,-1.8791857515710102,-0.4659616492453207,-0.43962631362726723,-0.6753694038751735,-0.27173639527551396,-0.6732959066584874,-0.2275756590587121,-0.5723116606772517,-0.14888485707546595,-1.2659597846790662,-1.2940978052538283,-1.428004836201591,-0.6055357121324554,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0.32866549651462545,-1.8791857515710102,-0.17476837116024113,-0.43962631362726723,-0.6753694038751735,-0.27173639527551396,-0.6732959066584874,-0.2275756590587121,-0.5723116606772517,-0.14888485707546595,-1.2659597846790662,-1.2940978052538283,-1.428004836201591,-0.6055357121324554,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
-0.04363116830196227,-1.8791857515710102,1.572391297350236,2.2746591116196013,-0.6753694038751735,-0.27173639527551396,-0.6732959066584874,-0.2275756590587121,-0.5723116606772517,-0.14888485707546595,-1.2659597846790662,-1.2940978052538283,-1.428004836201591,-0.6055357121324554,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0.9651108608153433,-1.8791857515710102,-0.17476837116024113,-0.43962631362726723,-0.6753694038751735,-0.27173639527551396,-0.6732959066584874,-0.2275756590587121,-0.5723116606772517,-0.14888485707546595,-1.2659597846790662,-1.2940978052538283,-1.428004836201591,-0.6055357121324554,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
-0.5833348420305088,-1.8791857515710102,-0.4659616492453207,-0.43962631362726723,-0.6753694038751735,-0.27173639527551396,-0.6732959066584874,-0.2275756590587121,-0.5723116606772517,-0.14888485707546595,-1.2659597846790662,-1.2940978052538283,-1.428004836201591,-0.6055357121324554,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
