title,release_date,release_year,worldwide_box_office,split
The Stepford Wives,2004-06-11,2004,103370127.0,train
Shall We Dance,2004-10-15,2004,170128460.0,train
House of Flying Daggers,2005-01-14,2004,92863945.0,train
District B13,2006-06-02,2004,11169386.0,train
Dead Man's Shoes,2004-10-01,2004,203450.0,train
After the Sunset,2004-11-12,2004,62657868.0,train
A Very Long Engagement,2005-01-14,2004,69424389.0,train
The Forgotten,2004-09-24,2004,117592831.0,train
Flight of the Phoenix,2004-12-17,2004,35021497.0,train
Saved!,2004-06-11,2004,10275509.0,train
Garfield,2004-06-11,2004,203172417.0,train
In Good Company,2005-01-14,2004,61315215.0,train
First Daughter,2004-09-24,2004,10592180.0,train
Jersey Girl,2004-03-26,2004,35492921.0,train
The Alamo,2004-04-09,2004,25819961.0,train
A Love Song for Bobby Long,2005-01-21,2004,2039526.0,train
Raise Your Voice,2004-10-08,2004,14867514.0,train
Hidalgo,2004-03-05,2004,108040622.0,train
Bridget Jones: The Edge of Reason,2004-11-19,2004,265126918.0,train
Mean Creek,2004-09-29,2004,802948.0,train
Dirty Dancing: Havana Nights,2004-02-27,2004,27685016.0,train
D.E.B.S.,2005-03-25,2004,97446.0,train
The Motorcycle Diaries,2004-10-15,2004,57663711.0,train
Club Dread,2004-02-27,2004,7565807.0,train
Eros,2004-12-03,2004,1553020.0,train
Bad Education,2005-02-11,2004,40423279.0,train
Soul Plane,2004-05-28,2004,14821824.0,train
3-Iron,2004-10-15,2004,3403957.0,train
Thunderbirds,2004-07-30,2004,28283637.0,train
New York Minute,2004-05-07,2004,21289826.0,train
Birth,2004-10-29,2004,23925492.0,train
Vanity Fair,2004-09-01,2004,19463185.0,train
Exorcist: the Beginning,2004-08-20,2004,78110021.0,train
A Dirty Shame,2004-09-24,2004,1914166.0,train
Swades,2004-12-17,2004,1953889.0,train
I Heart Huckabees,2004-10-22,2004,20094909.0,train
The Sea Inside,2005-03-04,2004,43731621.0,train
The Door in the Floor,2004-08-06,2004,6715067.0,train
The Whole Ten Yards,2004-04-09,2004,26170671.0,train
Envy,2004-04-30,2004,14494036.0,train
Alfie,2004-11-05,2004,35060882.0,train
Superbabies: Baby Geniuses 2,2004-08-27,2004,9448644.0,train
Nobody Knows,2004-10-21,2004,2288093.0,train
Black Friday,2007-02-09,2004,1610897.0,train
Johnson Family Vacation,2004-04-07,2004,31326183.0,train
The Chorus,2004-03-17,2004,88385944.0,train
The Woodsman,2005-01-28,2004,4678405.0,train
Three... Extremes,2004-08-20,2004,516930.0,train
Spartan,2004-03-12,2004,8112712.0,train
Home on the Range,2004-04-02,2004,145358062.0,train
Christmas with the Kranks,2004-11-24,2004,96593018.0,train
Win a Date with Tad Hamilton!,2004-01-23,2004,21513434.0,train
Night Watch,2006-03-03,2004,50336279.0,train
The Merchant of Venice,2005-02-18,2004,21560182.0,train
Ladder 49,2004-10-01,2004,100572044.0,train
The Libertine,2006-03-10,2004,10852064.0,train
Ma mère,2004-05-19,2004,1510052.0,train
You Got Served,2004-01-30,2004,50576805.0,train
A Good Woman,2005-05-13,2004,6878433.0,train
Beyond the Sea,2004-12-29,2004,8447615.0,train
Ladies in Lavender,2005-05-27,2004,20421130.0,train
Eulogy,2004-09-26,2004,89781.0,train
Before the Fall,2005-01-13,2004,3764219.0,train
Saving Face,2005-06-24,2004,1236518.0,train
The Big Bounce,2004-01-30,2004,6808550.0,train
Veer-Zaara,2004-11-12,2004,6887221.0,train
Little Black Book,2004-08-06,2004,22035509.0,train
Laws of Attraction,2004-04-30,2004,30031874.0,train
Undertow,2004-12-17,2004,156767.0,train
Head in the Clouds,2004-10-30,2004,3664858.0,train
Maria Full of Grace,2004-08-06,2004,12594630.0,train
Vera Drake,2005-02-04,2004,13267869.0,train
Millions,2005-04-29,2004,11782282.0,train
It's All Gone Pete Tong,2005-05-27,2004,1635056.0,train
Catch That Kid,2004-02-06,2004,16951702.0,train
Lakshya,2004-06-18,2004,5859242.0,train
Main Hoon Na,2004-04-30,2004,10836270.0,train
Tae Guk Gi: The Brotherhood of War,2004-09-24,2004,76287982.0,train
Lila dit ça,2005-01-26,2004,537871.0,train
Five Times Two,2004-09-01,2004,7444906.0,train
She Hate Me,2004-07-30,2004,1526951.0,train
Mind Game,2005-06-26,2004,36613.0,train
As It Is in Heaven,2004-09-03,2004,18328469.0,train
Palindromes,2005-01-21,2004,809686.0,train
Dhoom,2004-08-27,2004,7312209.0,train
Welcome to Mooseport,2004-02-20,2004,14615099.0,train
Ghost in the Shell 2: Innocence,2004-09-24,2004,9789651.0,train
Clifford's Really Big Movie,2004-04-23,2004,3255426.0,train
Summer Storm,2004-09-02,2004,2096892.0,train
Melinda and Melinda,2005-04-08,2004,20129327.0,train
Harry Potter and the Goblet of Fire,2005-11-18,2005,896678241.0,train
The 40-Year-Old Virgin,2005-08-19,2005,177378645.0,train
Memoirs of a Geisha,2005-12-23,2005,162242962.0,train
Pride & Prejudice,2005-11-23,2005,121616555.0,train
Batman Begins,2005-06-15,2005,373661946.0,train
The Descent,2006-08-04,2005,57130027.0,train
Brokeback Mountain,2006-01-13,2005,178062759.0,train
Sin City,2005-04-01,2005,158733820.0,train
Charlie and the Chocolate Factory,2005-07-15,2005,474968763.0,train
V for Vendetta,2006-03-17,2005,132511035.0,train
"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe",2005-12-09,2005,745013115.0,train
Wedding Crashers,2005-07-15,2005,288467645.0,train
War of the Worlds,2005-06-29,2005,603873119.0,train
Kingdom of Heaven,2005-05-06,2005,218122627.0,train
Constantine,2005-02-18,2005,230884728.0,train
Star Wars: Episode III - Revenge of the Sith,2005-05-19,2005,868390560.0,train
King Kong,2005-12-14,2005,562363449.0,train
The Hitchhiker's Guide to the Galaxy,2005-04-29,2005,104478416.0,train
Fantastic Four,2005-07-08,2005,333535934.0,train
Green Street Hooligans,2005-09-09,2005,3814717.0,train
Serenity,2005-09-30,2005,40445129.0,train
Mr. & Mrs. Smith,2005-06-10,2005,487287646.0,train
The Island,2005-07-22,2005,162949164.0,train
Waiting...,2005-10-07,2005,18637690.0,train
Match Point,2006-01-20,2005,85638656.0,train
Hostel,2006-01-06,2005,81979826.0,train
Sky High,2005-07-29,2005,86369815.0,train
Assault on Precinct 13,2005-01-19,2005,35294470.0,train
Madagascar,2005-05-27,2005,542063846.0,train
Hard Candy,2006-04-28,2005,7022209.0,train
The Sisterhood of the Traveling Pants,2005-06-01,2005,42013878.0,train
The Longest Yard,2005-05-27,2005,191466556.0,train
Red Eye,2005-08-19,2005,96258201.0,train
House of Wax,2005-05-06,2005,68766121.0,train
Four Brothers,2005-07-01,2005,92374674.0,train
The Dukes of Hazzard,2005-08-05,2005,111069515.0,train
The Interpreter,2005-04-22,2005,162944923.0,train
Walk the Line,2005-11-18,2005,186797986.0,train
Lords of Dogtown,2005-06-03,2005,13411957.0,train
Munich,2006-01-06,2005,130982129.0,train
Kiss Kiss Bang Bang,2005-11-18,2005,15785148.0,train
The Constant Gardener,2005-08-31,2005,82468097.0,train
The Pacifier,2005-03-04,2005,198636868.0,train
A History of Violence,2005-09-30,2005,61385065.0,train
The Devil's Rejects,2005-07-22,2005,20901859.0,train
Hitch,2005-02-11,2005,371594210.0,train
Mirrormask,2006-03-03,2005,866999.0,train
Rent,2005-11-23,2005,31670620.0,train
Robots,2005-03-11,2005,262511490.0,train
Jarhead,2005-11-04,2005,97076152.0,train
Into the Blue,2005-09-30,2005,46117696.0,train
Saw II,2005-10-28,2005,147748505.0,train
Revolver,2005-09-22,2005,7155807.0,train
Flightplan,2005-09-23,2005,223387299.0,train
Coach Carter,2005-01-14,2005,76669554.0,train
Dark Water,2005-07-08,2005,68357079.0,train
Lord of War,2005-09-16,2005,72617068.0,train
Zathura: A Space Adventure,2005-11-11,2005,65079104.0,train
The Quiet,2006-08-25,2005,381420.0,train
The Amityville Horror,2005-04-15,2005,107516369.0,train
Be Cool,2005-03-04,2005,95763716.0,train
Just Friends,2005-11-23,2005,51024243.0,train
"Yours, Mine & Ours",2005-11-23,2005,72662923.0,train
Cinderella Man,2005-06-03,2005,108539911.0,train
Nanny McPhee,2006-01-27,2005,123276807.0,train
The Brothers Grimm,2005-08-26,2005,105316267.0,train
Sahara,2005-04-08,2005,119240351.0,train
Corpse Bride,2005-09-23,2005,118090836.0,train
Transporter 2,2005-09-02,2005,89083229.0,train
Two for the Money,2005-10-07,2005,30526509.0,train
The New World,2006-01-20,2005,49334775.0,train
Brick,2006-04-14,2005,3947579.0,train
Wolf Creek,2005-12-25,2005,30894796.0,train
Breakfast on Pluto,2006-01-06,2005,3942254.0,train
The Exorcism of Emily Rose,2005-09-09,2005,145166804.0,train
Elektra,2005-01-14,2005,56995646.0,train
Doom,2005-10-21,2005,58072119.0,train
The Legend of Zorro,2005-10-28,2005,142400065.0,train
Cheaper by the Dozen 2,2005-12-21,2005,130154568.0,train
Æon Flux,2005-12-02,2005,53321673.0,train
Son of the Mask,2005-02-18,2005,59981548.0,train
Rumor Has It...,2005-12-25,2005,88933562.0,train
The Producers,2005-12-25,2005,38075318.0,train
The Ringer,2005-12-23,2005,40442443.0,train
Kicking & Screaming,2005-05-13,2005,56070433.0,train
The Cave,2005-08-26,2005,33296457.0,train
Lady Vengeance,2005-07-29,2005,23834149.0,train
Broken Flowers,2005-08-26,2005,47329961.0,train
Fun with Dick and Jane,2005-12-21,2005,204681899.0,train
Imagine Me & You,2006-05-25,2005,2635305.0,train
The Family Stone,2005-12-16,2005,92884429.0,train
Just Like Heaven,2005-09-16,2005,102854431.0,train
Capote,2006-02-03,2005,49327405.0,train
The Skeleton Key,2005-08-12,2005,93983911.0,train
The Squid and the Whale,2005-12-16,2005,11098131.0,train
Land of the Dead,2005-06-24,2005,47074133.0,train
Man of the House,2005-02-25,2005,21577624.0,train
Elizabethtown,2005-10-14,2005,52164016.0,train
Chicken Little,2005-11-04,2005,314432837.0,train
Monster-in-Law,2005-05-13,2005,155457327.0,train
Domino,2005-10-14,2005,22984628.0,train
The Ring Two,2005-03-18,2005,163995949.0,train
London,2006-02-10,2005,20361.0,train
Deuce Bigalow: European Gigolo,2005-08-12,2005,45109561.0,train
Harsh Times,2006-11-10,2005,5969708.0,train
Diary of a Mad Black Woman,2005-02-25,2005,50652203.0,train
Herbie Fully Loaded,2005-06-22,2005,144146816.0,train
Wallace & Gromit: The Curse of the Were-Rabbit,2005-10-07,2005,194137091.0,train
Casanova,2006-01-06,2005,37691644.0,train
The Jacket,2005-03-04,2005,21733230.0,train
The Wedding Date,2005-02-04,2005,47096206.0,train
Thank You for Smoking,2006-04-14,2005,39323027.0,train
Hide and Seek,2005-01-28,2005,127369981.0,train
Cursed,2005-02-25,2005,29621722.0,train
Miss Congeniality 2: Armed & Fabulous,2005-03-24,2005,101393569.0,train
Bad News Bears,2005-07-22,2005,34252847.0,train
Fever Pitch,2005-04-08,2005,50605163.0,train
Kinky Boots,2006-05-26,2005,9950133.0,train
xXx: State of the Union,2005-04-29,2005,71022693.0,train
Syriana,2005-12-09,2005,93974620.0,train
North Country,2005-10-21,2005,25211175.0,train
Derailed,2005-11-11,2005,57479076.0,train
Romance & Cigarettes,2006-03-03,2005,2935242.0,train
The Perfect Man,2005-06-17,2005,19770475.0,train
Unleashed,2005-05-13,2005,50871113.0,train
Hostage,2005-03-11,2005,77663556.0,train
The Greatest Game Ever Played,2005-09-30,2005,15431177.0,train
Caché (Hidden),2006-02-17,2005,16197824.0,train
Get Rich or Die Tryin',2005-11-09,2005,46563961.0,train
Bewitched,2005-06-24,2005,131426169.0,train
Hoodwinked,2006-01-13,2005,110013167.0,train
Adam's Apples,2005-04-15,2005,2421577.0,train
BloodRayne,2006-01-06,2005,3650275.0,train
The Three Burials of Melquiades Estrada,2006-02-24,2005,12045362.0,train
Feast,2007-01-18,2005,719135.0,train
Goal! The Dream Begins,2006-05-12,2005,27610873.0,train
The Notorious Bettie Page,2006-05-05,2005,1778006.0,train
Man-Thing,2005-04-21,2005,1123136.0,train
"Good Night, and Good Luck.",2005-11-04,2005,54641191.0,train
Ice Princess,2005-03-18,2005,27645491.0,train
A Lot Like Love,2005-04-22,2005,42886719.0,train
Cry Wolf,2005-09-16,2005,32586408.0,train
The Proposition,2006-06-09,2005,5048693.0,train
The World's Fastest Indian,2006-03-24,2005,18299138.0,train
Stealth,2005-07-29,2005,79268322.0,train
Hustle & Flow,2005-07-22,2005,23563727.0,train
The Matador,2006-01-27,2005,17356268.0,train
In Her Shoes,2005-10-07,2005,83697473.0,train
The Fog,2005-10-14,2005,46201432.0,train
Because of Winn-Dixie,2005-02-18,2005,33589427.0,train
Where the Truth Lies,2005-10-07,2005,3487678.0,train
Must Love Dogs,2005-07-29,2005,58231520.0,train
Guess Who,2005-03-25,2005,103121466.0,train
The Ballad of Jack and Rose,2005-04-08,2005,916051.0,train
Stay,2005-10-21,2005,8483797.0,train
The Great Raid,2005-08-12,2005,10777375.0,train
Venom,2005-09-16,2005,881779.0,train
Tideland,2006-08-11,2005,566611.0,train
Roll Bounce,2005-09-23,2005,17521290.0,train
Alone in the Dark,2005-01-28,2005,12693645.0,train
An American Haunting,2006-05-05,2005,29612137.0,train
Supercross,2005-08-17,2005,3344431.0,train
Oliver Twist,2005-09-30,2005,42580321.0,train
White Noise,2005-01-07,2005,91196419.0,train
Are We There Yet?,2005-01-21,2005,97918663.0,train
The Protector,2006-09-08,2005,27165581.0,train
Proof,2005-10-07,2005,14189860.0,train
Last Days,2005-05-13,2005,2456454.0,train
Racing Stripes,2005-01-14,2005,90754475.0,train
A Sound of Thunder,2005-09-02,2005,11665465.0,train
The Weather Man,2005-10-28,2005,19126398.0,train
Keeping Mum,2006-10-06,2005,18586834.0,train
Angel-A,2005-12-21,2005,9995168.0,train
An Unfinished Life,2005-09-16,2005,18618284.0,train
Boogeyman,2005-02-04,2005,67192859.0,train
Fierce People,2007-11-30,2005,269755.0,train
Asylum,2005-09-09,2005,2788033.0,train
Me and You and Everyone We Know,2005-08-05,2005,8012838.0,train
Transamerica,2006-03-03,2005,15151744.0,train
The Lost City,2006-05-26,2005,4408011.0,train
Beauty Shop,2005-03-30,2005,37245453.0,train
The Upside of Anger,2005-04-01,2005,28237488.0,train
The Chumscrubber,2006-10-05,2005,351401.0,train
The Man,2005-09-09,2005,13485145.0,train
Valiant,2005-08-19,2005,61746888.0,train
Prime,2005-10-28,2005,67937494.0,train
Manderlay,2005-06-03,2005,674918.0,train
Junebug,2005-09-16,2005,3399228.0,train
Dominion,2005-08-01,2005,251495.0,train
Battle in Heaven,2005-10-26,2005,258227.0,train
Little Manhattan,2006-01-05,2005,1254005.0,train
Dreamer,2005-10-21,2005,38741732.0,train
Black,2005-02-04,2005,1266341.0,train
Factotum,2005-04-29,2005,2708087.0,train
Beowulf & Grendel,2006-03-09,2005,92076.0,train
Joyeux Noel,2005-11-09,2005,17709155.0,train
Dirty Love,2006-05-05,2005,36099.0,train
Everything Is Illuminated,2005-11-04,2005,3601974.0,train
Thumbsucker,2005-10-07,2005,2138742.0,train
Rebound,2005-07-01,2005,17492014.0,train
The Departed,2006-10-06,2006,291465373.0,train
The Fast and the Furious: Tokyo Drift,2006-06-16,2006,158964610.0,train
Talladega Nights: the Ballad of Ricky Bobby,2006-08-04,2006,163362095.0,train
The Prestige,2006-10-20,2006,109676311.0,train
Cars,2006-06-09,2006,461991867.0,train
300,2007-03-09,2006,456068181.0,train
The Devil Wears Prada,2006-06-30,2006,326706115.0,train
Casino Royale,2006-11-17,2006,616502912.0,train
Pan's Labyrinth,2007-01-19,2006,83850267.0,train
Pirates of the Caribbean: Dead Man's Chest,2006-07-07,2006,1066179747.0,train
Idiocracy,2007-01-25,2006,495303.0,train
Apocalypto,2006-12-08,2006,120673227.0,train
She's the Man,2006-03-17,2006,57194667.0,train
Little Children,2007-02-09,2006,14821658.0,train
Children of Men,2007-01-05,2006,70595464.0,train
The Da Vinci Code,2006-05-19,2006,760006945.0,train
The Pursuit of Happyness,2006-12-15,2006,307127625.0,train
Little Miss Sunshine,2006-08-18,2006,101058954.0,train
The Last King of Scotland,2007-01-19,2006,48618191.0,train
Blood Diamond,2006-12-08,2006,171720398.0,train
The Lives of Others,2007-03-30,2006,77356942.0,train
Night at the Museum,2006-12-22,2006,574481229.0,train
Mission: Impossible III,2006-05-05,2006,398479497.0,train
Marie Antoinette,2006-10-20,2006,60917189.0,train
Inside Man,2006-03-24,2006,186003591.0,train
Running Scared,2006-02-24,2006,9380029.0,train
Accepted,2006-08-18,2006,38623262.0,train
Superman Returns,2006-06-28,2006,391081192.0,train
Slither,2006-03-31,2006,12834936.0,train
Nacho Libre,2006-06-16,2006,99255460.0,train
The Covenant,2006-09-08,2006,37598767.0,train
The Hills Have Eyes,2006-03-10,2006,70009308.0,train
The Fountain,2006-11-22,2006,16468343.0,train
X-Men: the Last Stand,2006-05-26,2006,460435291.0,train
Underworld: Evolution,2006-01-20,2006,111476513.0,train
Click,2006-06-23,2006,240685326.0,train
The Holiday,2006-12-08,2006,205850134.0,train
Silent Hill,2006-04-21,2006,100605135.0,train
Basic Instinct 2,2006-03-31,2006,38629478.0,train
The Black Dahlia,2006-09-15,2006,49332692.0,train
Perfume: The Story of a Murderer,2007-01-05,2006,135039924.0,train
Lucky Number Slevin,2006-04-07,2006,56308881.0,train
Smokin' Aces,2007-01-26,2006,57232879.0,train
This Is England,2007-04-27,2006,8481254.0,train
Cashback,2008-05-09,2006,2294291.0,train
Deja Vu,2006-11-22,2006,180557550.0,train
Grandma's Boy,2006-01-06,2006,6566277.0,train
RV,2006-04-28,2006,87528173.0,train
Tenacious D in the Pick of Destiny,2006-11-22,2006,13939963.0,train
Black Book,2007-05-18,2006,26768563.0,train
Stick It,2006-04-28,2006,31976848.0,train
Step Up,2006-08-11,2006,114197742.0,train
The Host,2007-03-30,2006,89433436.0,train
Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan,2006-11-03,2006,262552893.0,train
Snakes on a Plane,2006-08-18,2006,62022014.0,train
Lady in the Water,2006-07-21,2006,72785169.0,train
Crank,2006-09-01,2006,42931041.0,train
The Illusionist,2006-09-01,2006,87892388.0,train
Over the Hedge,2006-05-19,2006,339795890.0,train
Final Destination 3,2006-02-10,2006,118890272.0,train
Stranger Than Fiction,2006-11-10,2006,53653224.0,train
Alpha Dog,2007-01-12,2006,32351125.0,train
Aquamarine,2006-03-03,2006,22989957.0,train
Scary Movie 4,2006-04-14,2006,178262620.0,train
The Fall,2008-05-30,2006,3669465.0,train
John Tucker Must Die,2006-07-28,2006,68844775.0,train
The Good Shepherd,2006-12-22,2006,100266865.0,train
Rocky Balboa,2006-12-20,2006,155929020.0,train
Eragon,2006-12-15,2006,250425512.0,train
Dreamgirls,2006-12-25,2006,155430335.0,train
The Queen,2006-11-17,2006,123384128.0,train
Babel,2006-11-10,2006,135330182.0,train
A Good Year,2006-11-10,2006,42269923.0,train
Miami Vice,2006-07-28,2006,163794509.0,train
Saw III,2006-10-27,2006,164874275.0,train
Happy Feet,2006-11-17,2006,384336108.0,train
The Texas Chainsaw Massacre: the Beginning,2006-10-06,2006,51764406.0,train
Black Snake Moan,2007-03-02,2006,10907485.0,train
Paprika,2007-06-22,2006,946590.0,train
Monster House,2006-07-21,2006,141861243.0,train
Scoop,2006-07-28,2006,39220946.0,train
World Trade Center,2006-08-09,2006,163247198.0,train
Employee of the Month,2006-10-06,2006,38395414.0,train
Little Man,2006-07-14,2006,104003322.0,train
The Benchwarmers,2006-04-07,2006,64962629.0,train
Poseidon,2006-05-12,2006,181674817.0,train
Flushed Away,2006-11-03,2006,178281554.0,train
The Guardian,2006-09-29,2006,94973540.0,train
Rescue Dawn,2007-07-27,2006,7177143.0,train
When a Stranger Calls,2006-02-03,2006,67062123.0,train
A Scanner Darkly,2006-07-28,2006,7659918.0,train
DOA: Dead or Alive,2007-06-15,2006,7563172.0,train
Shortbus,2006-10-20,2006,5526675.0,train
Catch and Release,2007-01-26,2006,16162580.0,train
The Break-Up,2006-06-02,2006,205668210.0,train
Tell No One,2006-11-01,2006,33428799.0,train
United 93,2006-04-28,2006,76700659.0,train
The Pink Panther,2006-02-10,2006,164115897.0,train
Letters from Iwo Jima,2007-02-02,2006,68673228.0,train
Southland Tales,2007-12-07,2006,374743.0,train
Inland Empire,2007-02-07,2006,4046144.0,train
