title,release_date,log_budget,release_year,release_month,release_quarter,holiday_release,director_prior_films,director_prior_avg_gross,star_prior_films,star_prior_avg_gross,company_prior_films,company_prior_avg_gross,primary_genre,release_season,worldwide_box_office,log_worldwide_box_office
Foxcatcher,2015-01-16,16.993564429978885,2014,1.0,1.0,0,2,79766810.5,13,208898728.3846154,1,48517427.0,Unknown,winter,19206513.0,16.770760050292008
The Guest,2014-09-05,15.424948670398354,2014,9.0,3.0,0,1,26895481.0,0,,1,37407812.0,Unknown,fall,2700051.0,14.80878159004836
Teenage Mutant Ninja Turtles,2014-08-08,18.643824303266577,2014,8.0,3.0,0,4,153260594.75,1,31556061.0,282,110029964.81205674,Unknown,winter,485004754.0,19.99966925297741
RoboCop,2014-02-12,18.420680753952364,2014,2.0,1.0,0,1,14759148.0,1,8444544.0,112,69011009.92857143,Unknown,winter,242688965.0,19.307291206128102
22 Jump Street,2014-06-13,17.72753358339242,2014,6.0,2.0,0,2,222295727.0,7,96149643.14285715,293,113117266.66552901,Unknown,summer,331333876.0,19.618637116796464
Dawn of the Planet of the Apes,2014-07-11,18.951309000896888,2014,7.0,3.0,0,3,68381386.66666667,10,46223790.5,0,,Unknown,summer,710644566.0,20.381682957006444
Sin City: A Dame to Kill for,2014-08-22,17.989897843244528,2014,8.0,3.0,0,2,98949130.5,12,23271165.916666668,0,,Unknown,winter,39407616.0,17.489469680456413
Brick Mansions,2014-04-25,17.147715103853763,2014,4.0,2.0,0,0,,6,76766059.83333333,13,78459888.46153846,Unknown,spring,71416730.0,18.08404272759045
Vampire Academy,2014-02-07,17.216707972959764,2014,2.0,1.0,0,8,107684876.875,0,,1,179265204.0,Unknown,winter,15642346.0,16.56549234576159
The Monuments Men,2014-02-07,18.064005814299346,2014,2.0,1.0,0,4,51328036.5,17,156402955.29411766,293,113117266.66552901,Unknown,winter,156706638.0,18.869886074010136
Honeymoon,2014-09-12,13.815511557963774,2014,9.0,3.0,0,0,,0,,0,,Unknown,fall,24343.0,10.100040691576806
Dumb and Dumber to,2014-11-14,17.50439003707821,2014,11.0,4.0,1,10,108509474.9,21,204448839.33333334,335,118041359.25373134,Unknown,holiday,169837010.0,18.950349776287783
Before We Go,2015-07-21,,2014,7.0,3.0,0,0,,2,228664343.0,0,,Unknown,summer,462875.0,13.045214478624057
How to Train Your Dragon 2,2014-06-13,18.7922443072814,2014,6.0,2.0,0,2,384011811.0,2,272329599.5,20,439313097.6,Unknown,summer,621537519.0,20.247706837165246
Noah,2014-03-28,18.643824303266577,2014,3.0,1.0,0,5,80242461.8,13,137034984.92307693,282,110029964.81205674,Unknown,spring,359200044.0,19.69939001967071
A Walk Among the Tombstones,2014-09-19,17.147715103853763,2014,9.0,3.0,0,1,5371181.0,16,101523579.125,0,,Unknown,fall,58834384.0,17.89023702086386
Need for Speed,2014-03-14,18.005165315142214,2014,3.0,1.0,0,0,,0,,70,148972830.08571428,Unknown,spring,203277636.0,19.13008327254813
Rio 2,2014-04-11,18.450239555902648,2014,4.0,2.0,0,3,679215947.0,7,174627561.2857143,5,513717193.0,Unknown,spring,498781117.0,20.027677916202
Seventh Son,2015-02-06,18.36938746009113,2014,2.0,1.0,0,1,26527510.0,2,417675892.5,0,,Unknown,winter,114178613.0,18.553274569698388
Exodus: Gods and Kings,2014-12-12,18.757152987716434,2014,12.0,4.0,1,19,147920502.52631578,17,207260984.11764705,0,,Unknown,holiday,268175631.0,19.407152667115074
A Million Ways to Die in the West,2014-05-30,17.50439003707821,2014,5.0,2.0,0,1,549368315.0,0,,1,151783839.0,Unknown,summer,87189756.0,18.283597416383255
Sabotage,2014-03-28,17.370858648025116,2014,3.0,1.0,0,3,42508072.333333336,24,155591987.20833334,3,56786487.666666664,Unknown,spring,22126842.0,16.91230204482409
Paddington,2015-01-16,17.822843761378564,2014,1.0,1.0,0,0,,0,,10,28715158.2,Unknown,winter,282377683.0,19.458756037798018
Non-Stop,2014-02-28,17.72753358339242,2014,2.0,1.0,0,3,94129467.0,16,101523579.125,10,28715158.2,Unknown,winter,222809600.0,19.221828157548554
The Best of Me,2014-10-17,17.073607134447293,2014,10.0,4.0,0,7,24447634.0,3,13758320.666666666,1,46733235.0,Unknown,fall,38609668.0,17.4690132952951
Horrible Bosses 2,2014-11-26,17.553180200057167,2014,11.0,4.0,1,2,38237514.5,7,69889125.28571428,1,96822421.0,Unknown,holiday,107645357.0,18.494352659618702
This Is Where I Leave You,2014-09-19,16.801192546169812,2014,9.0,3.0,0,9,226866900.7777778,7,69889125.28571428,0,,Unknown,fall,41296320.0,17.536283974060265
Into the Storm,2014-08-08,17.72753358339242,2014,8.0,3.0,0,1,157887643.0,0,,0,,Unknown,winter,161502194.0,18.900029291865895
Penguins of Madagascar,2014-11-26,18.6983124881264,2014,11.0,4.0,1,4,516160834.25,0,,20,439313097.6,Unknown,holiday,373515621.0,19.738470387633015
Jack Ryan: Shadow Recruit,2014-01-17,17.909855136853043,2014,1.0,1.0,0,8,80148538.625,5,175207934.4,282,110029964.81205674,Unknown,winter,135503748.0,18.72450986579796
Mommy,2014-10-08,,2014,10.0,4.0,0,0,,0,,0,,Unknown,fall,13156856.0,16.392453625549837
Testament of Youth,2015-01-16,,2014,1.0,1.0,0,0,,1,14758997.0,23,13275246.56521739,Unknown,winter,5874883.0,15.586196873118716
Cooties,2015-09-18,,2014,9.0,3.0,0,0,,12,303453345.9166667,0,,Unknown,fall,485544.0,13.09302725036882
The Book of Life,2014-10-17,17.72753358339242,2014,10.0,4.0,0,0,,1,27685016.0,0,,Unknown,fall,99783556.0,18.418513968188314
Goodnight Mommy,2015-09-11,,2014,9.0,3.0,0,0,,0,,0,,Unknown,fall,2193474.0,14.600997602213221
The November Man,2014-08-27,16.52356082573315,2014,8.0,3.0,0,13,63633369.76923077,13,148403273.15384614,13,78459888.46153846,Unknown,winter,39661919.0,17.495902091381858
Dracula Untold,2014-10-10,18.064005814299346,2014,10.0,4.0,0,0,,1,1048704.0,335,118041359.25373134,Unknown,fall,217124280.0,19.195980471063525
Unfriended,2015-04-17,13.815511557963774,2014,4.0,2.0,0,0,,0,,1,50336279.0,Unknown,spring,62882090.0,17.956771959349123
I Origins,2014-09-19,13.815511557963774,2014,9.0,3.0,0,1,1938783.0,2,13304304.5,0,,Unknown,fall,481234.0,13.084110995267205
Transcendence,2014-04-18,18.420680753952364,2014,4.0,2.0,0,0,,29,220664375.96551725,19,78143768.73684211,Unknown,spring,103039258.0,18.45062062891247
Endless Love,2014-02-14,16.811242881518265,2014,2.0,1.0,0,1,20529194.0,0,,1,151783839.0,Unknown,winter,34718173.0,17.362773854207507
Just Before I Go,2015-04-24,,2014,4.0,2.0,0,0,,2,59027336.5,0,,Unknown,spring,10970.0,9.30301070681749
Before I Go to Sleep,2014-10-31,16.906553056777135,2014,10.0,4.0,0,0,,17,89221313.58823529,0,,Unknown,fall,17669776.0,16.687366223955916
The Good Lie,2014-11-07,16.811242881518265,2014,11.0,4.0,1,0,,12,113388747.08333333,19,78143768.73684211,Unknown,holiday,3396345.0,15.038210705793578
Deliver Us from Evil,2014-07-02,17.216707972959764,2014,7.0,3.0,0,3,153591925.33333334,5,95959286.2,46,69127992.97826087,Unknown,summer,87937815.0,18.29214048629369
The Raid 2,2014-04-11,15.319588176962746,2014,4.0,2.0,0,1,9148519.0,1,9148519.0,6,11855360.833333334,Unknown,spring,6566916.0,15.6975550261409
Taken 3,2015-01-09,17.6867115897055,2014,1.0,1.0,0,3,185546814.66666666,16,101523579.125,18,74807834.27777778,Unknown,winter,326479141.0,19.603876621026025
Pompeii,2014-02-21,18.420680753952364,2014,2.0,1.0,0,9,132505787.22222222,0,,90,56971049.21111111,Unknown,winter,117831631.0,18.584767316056137
Kill Me Three Times,2015-04-10,,2014,4.0,2.0,0,0,,5,54813550.0,0,,Unknown,spring,101807.0,11.530843965472574
Ride Along,2014-01-17,17.034386422832473,2014,1.0,1.0,0,5,175967699.8,7,56268842.0,335,118041359.25373134,Unknown,winter,154468902.0,18.855503358962622
That Awkward Moment,2014-01-31,15.894952224644102,2014,1.0,1.0,0,0,,6,147837732.66666666,0,,Unknown,winter,45640143.0,17.636298238080254
The Homesman,2014-05-18,16.588099342704055,2014,5.0,2.0,0,1,12045362.0,15,110761261.13333334,18,74807834.27777778,Unknown,summer,3819421.0,15.155609660233887
Black Sea,2015-01-23,,2014,1.0,1.0,0,4,43836502.0,5,65263452.8,33,51200242.54545455,Unknown,winter,4070789.0,15.219347641777293
"Men, Women & Children",2014-10-17,16.588099342704055,2014,10.0,4.0,0,5,96350657.2,0,,282,110029964.81205674,Unknown,fall,1705908.0,14.349608664462185
Let's Be Cops,2014-08-13,16.648723960844016,2014,8.0,3.0,0,3,60224408.333333336,0,,0,,Unknown,winter,138224951.0,18.74439300292831
A Most Violent Year,2015-01-30,16.811242881518265,2014,1.0,1.0,0,2,16565779.0,1,32960249.0,1,19504039.0,Unknown,winter,12007070.0,16.30100628421266
PK,2014-12-19,,2014,12.0,4.0,1,1,60262836.0,6,19449831.833333332,0,,Unknown,holiday,100370104.0,18.42437496191876
A Little Chaos,2015-06-26,,2014,6.0,2.0,0,0,,6,58813152.333333336,23,13275246.56521739,Unknown,summer,10084623.0,16.126522445581713
The Loft,2015-01-30,16.454567959008102,2014,1.0,1.0,0,0,,3,43364814.666666664,1,60159584.0,Unknown,winter,11020402.0,16.215258930893338
A Most Wanted Man,2014-08-01,16.52356082573315,2014,8.0,3.0,0,2,38017894.5,7,22015519.85714286,38,73998661.78947368,Unknown,winter,36233517.0,17.405495160006478
Clown,2016-06-17,14.220976332738882,2014,6.0,2.0,0,0,,0,,0,,Unknown,summer,4381603.0,15.292925425359758
The Signal,2014-07-10,15.201805169084134,2014,7.0,3.0,0,0,,0,,1,1581252.0,Unknown,summer,2595622.0,14.769337122839529
The Hundred-Foot Journey,2014-08-08,16.906553056777135,2014,8.0,3.0,0,12,54457301.25,6,45320866.666666664,10,79756251.5,Unknown,winter,89514453.0,18.309910667412517
Beyond the Lights,2014-11-14,15.76142084987672,2014,11.0,4.0,1,2,33840277.5,1,16607575.0,0,,Unknown,holiday,14618727.0,16.49781400439686
Maps to the Stars,2015-02-27,16.52356082573315,2014,2.0,1.0,0,14,19735614.42857143,8,31921907.5,0,,Unknown,winter,4510934.0,15.322015007064817
If I Stay,2014-08-22,16.213405921671733,2014,8.0,3.0,0,0,,2,54748422.0,1,46733235.0,Unknown,winter,78274843.0,18.175736832201267
She's Funny That Way,2015-08-21,,2014,8.0,3.0,0,5,10813446.2,0,,0,,Unknown,winter,6034851.0,15.613061888600798
'71,2014-10-10,,2014,10.0,4.0,0,0,,1,3025189.0,0,,Unknown,fall,3062178.0,14.934637312014974
Still Alice,2015-02-20,15.424948670398354,2014,2.0,1.0,0,0,,8,31921907.5,0,,Unknown,winter,44779195.0,17.61725421452975
3 Days to Kill,2014-02-21,17.147715103853763,2014,2.0,1.0,0,5,218934195.4,23,116820196.0,13,78459888.46153846,Unknown,winter,53260230.0,17.790700475554324
Spring,2015-03-20,,2014,3.0,1.0,0,0,,1,2138742.0,0,,Unknown,spring,49970.0,10.819198116145218
Love & Mercy,2015-06-19,16.118095750958314,2014,6.0,2.0,0,0,,23,65990379.86956522,2,15244302.0,Unknown,summer,28641776.0,17.170376944221324
Big Eyes,2014-12-25,16.118095750958314,2014,12.0,4.0,1,16,236083041.0625,5,136895869.0,26,76075192.23076923,Unknown,holiday,29253166.0,17.191498399285262
Addicted,2014-10-10,15.424948670398354,2014,10.0,4.0,0,2,49736924.0,0,,0,,Unknown,fall,17534314.0,16.679670376065683
The Water Diviner,2014-12-26,16.929025911619092,2014,12.0,4.0,1,0,,13,137034984.92307693,0,,Unknown,holiday,38176317.0,17.457725933685825
Selma,2015-01-09,16.811242881518265,2014,1.0,1.0,0,0,,0,,3,15836636.333333334,Unknown,winter,66787908.0,18.017032619129843
Veronica Mars,2014-03-13,15.607270193858982,2014,3.0,1.0,0,0,,5,298471357.4,0,,Unknown,spring,3485383.0,15.064088782620303
Million Dollar Arm,2014-05-16,17.034386422832473,2014,5.0,2.0,0,2,26148135.0,0,,101,228329570.16831684,Unknown,summer,38483455.0,17.465738992618657
The One I Love,2014-08-08,11.51293546492023,2014,8.0,3.0,0,0,,1,3242802.0,0,,Unknown,winter,596933.0,13.299561833499514
Jersey Boys,2014-06-20,17.50439003707821,2014,6.0,2.0,0,26,84145006.6923077,0,,0,,Unknown,summer,67647013.0,18.02981377265644
Walk of Shame,2014-05-01,,2014,5.0,2.0,0,5,74044904.4,0,,0,,Unknown,summer,8122990.0,15.910208994067439
Draft Day,2014-04-11,17.034386422832473,2014,4.0,2.0,0,13,137111966.84615386,23,116820196.0,34,152884159.6470588,Unknown,spring,29824199.0,17.210830702453553
And So It Goes,2014-07-25,16.705882371415992,2014,7.0,3.0,0,15,63990064.333333336,19,119635157.73684211,0,,Unknown,summer,25419147.0,17.051013306248063
A Haunted House 2,2014-04-18,15.201805169084134,2014,4.0,2.0,0,1,60159584.0,4,50227036.0,0,,Unknown,spring,25358716.0,17.048633094770857
The Gambler,2014-12-25,17.034386422832473,2014,12.0,4.0,1,1,481800873.0,17,118947055.35294117,282,110029964.81205674,Unknown,holiday,39280992.0,17.48625132117174
Cake,2015-01-23,15.76142084987672,2014,1.0,1.0,0,1,43202283.0,11,60770903.27272727,0,,Unknown,winter,2433850.0,14.704985334550651
"I, Frankenstein",2014-01-24,17.989897843244528,2014,1.0,1.0,0,0,,5,65558411.4,0,,Unknown,winter,76801179.0,18.1567305625832
Muppets Most Wanted,2014-03-21,17.72753358339242,2014,3.0,1.0,0,1,165184237.0,2,29748333.0,101,228329570.16831684,Unknown,spring,80383113.0,18.20231468721526
Two Night Stand,2014-09-26,,2014,9.0,3.0,0,0,,2,27492131.5,0,,Unknown,fall,492332.0,13.106910595797107
Son of a Gun,2014-12-11,,2014,12.0,4.0,1,0,,16,108796282.875,1,408680.0,Unknown,holiday,660241.0,13.40036171346348
Pawn Sacrifice,2015-09-25,16.759949589762293,2014,9.0,3.0,0,10,122579862.3,7,399472422.4285714,0,,Unknown,fall,5578519.0,15.534434066202097
Left Behind,2014-10-03,16.588099342704055,2014,10.0,4.0,0,0,,41,101130724.80487806,0,,Unknown,fall,27405896.0,17.126268767180118
"Alexander and the Terrible, Horrible, No Good, Very Bad Day",2014-10-10,17.147715103853763,2014,10.0,4.0,0,3,12564707.333333334,13,208898728.3846154,101,228329570.16831684,Unknown,fall,100654149.0,18.427200941192112
St. Vincent,2014-10-24,16.380459992348886,2014,10.0,4.0,0,0,,14,74613599.78571428,0,,Unknown,fall,54837234.0,17.819879991985392
The Legend of Hercules,2014-01-10,18.064005814299346,2014,1.0,1.0,0,14,74468108.28571428,0,,34,152884159.6470588,Unknown,winter,61279452.0,17.93095515711656
Kill the Messenger,2014-10-09,,2014,10.0,4.0,0,1,1846059.0,5,123389390.2,0,,Unknown,fall,5218973.0,15.467811388815862
Step Up All in,2014-08-08,17.622173069956816,2014,8.0,3.0,0,0,,0,,34,152884159.6470588,Unknown,winter,86165646.0,18.271782129518925
The Salvation,2015-02-27,,2014,2.0,1.0,0,0,,3,9252911.333333334,9,14083905.666666666,Unknown,winter,1363964.0,14.12590645723228
God's Not Dead,2014-03-21,14.508658238524095,2014,3.0,1.0,0,0,,0,,0,,Unknown,spring,64676349.0,17.984906159417278
Winter's Tale,2014-02-14,17.909855136853043,2014,2.0,1.0,0,0,,13,62133153.307692304,1,176885658.0,Unknown,winter,30800231.0,17.243032780382965
When Marnie Was There,2015-08-07,,2014,8.0,3.0,0,0,,0,,0,,Unknown,winter,34949567.0,17.36941666605268
Mr. Peabody & Sherman,2014-03-07,18.7922443072814,2014,3.0,1.0,0,4,195293712.5,0,,0,,Unknown,spring,275698039.0,19.434816766792114
Tammy,2014-07-02,16.811242881518265,2014,7.0,3.0,0,0,,0,,0,,Unknown,summer,100375432.0,18.424428044045058
Big Game,2015-06-26,,2014,6.0,2.0,0,0,,12,49969265.916666664,0,,Unknown,summer,7455398.0,15.824449025875532
A Long Way Down,2014-06-05,16.300417291085605,2014,6.0,2.0,0,0,,13,148403273.15384614,0,,Unknown,summer,7257942.0,15.797607013321173
The Rover,2014-06-20,16.300417291085605,2014,6.0,2.0,0,1,7209912.0,4,49696693.0,2,4445345.0,Unknown,summer,2510007.0,14.735796498353883
Force Majeure,2014-12-30,,2014,12.0,4.0,1,0,,0,,0,,Unknown,holiday,4094339.0,15.225116090118506
"Two Days, One Night",2014-05-21,,2014,5.0,2.0,0,1,293092.0,3,39345129.666666664,0,,Unknown,summer,9016922.0,16.014613703020053
Lost River,2015-04-10,14.508658238524095,2014,4.0,2.0,0,0,,0,,1,156318.0,Unknown,spring,615500.0,13.330191849300695
Magic in the Moonlight,2014-08-15,16.636889503897294,2014,8.0,3.0,0,34,27731073.411764707,5,95755618.6,1,99104804.0,Unknown,winter,51029361.0,17.747911750512458
Song of the Sea,2015-11-20,,2014,11.0,4.0,1,1,1803412.0,0,,0,,Unknown,holiday,4190884.0,15.248422486778882
Hector and the Search for Happiness,2014-08-14,,2014,8.0,3.0,0,5,82031152.4,5,54813550.0,1,382879.0,Unknown,winter,6337728.0,15.662031060351042
The Quiet Ones,2014-04-25,12.206077645517674,2014,4.0,2.0,0,0,,0,,6,48961260.833333336,Unknown,spring,17835162.0,16.696682516066137
Zombeavers,2015-03-20,,2014,3.0,1.0,0,0,,0,,0,,Unknown,spring,54985.0,10.91483388635787
Barefoot,2014-09-04,15.607270193858982,2014,9.0,3.0,0,6,18875668.0,3,25258418.333333332,0,,Unknown,fall,15071.0,9.620593996816144
No Good Deed,2014-09-12,16.395727463314174,2014,9.0,3.0,0,0,,0,,46,69127992.97826087,Unknown,fall,54323210.0,17.810462152133315
Leviathan,2015-02-05,,2014,2.0,1.0,0,1,8482993.0,0,,0,,Unknown,winter,4439481.0,15.306048260935656
Serena,2015-02-26,17.216707972959764,2014,2.0,1.0,0,3,7305416.666666667,5,272595289.8,4,8988417.0,Unknown,winter,5092129.0,15.443206768577062
The Duke of Burgundy,2015-01-23,13.815511557963774,2014,1.0,1.0,0,0,,0,,0,,Unknown,winter,185147.0,12.128910784231026
Effie Gray,2014-10-10,,2014,10.0,4.0,0,0,,4,78411264.25,0,,Unknown,fall,721143.0,13.48859411893267
Wish I Was Here,2014-07-25,15.607270193858982,2014,7.0,3.0,0,1,35825316.0,3,122036851.33333333,3,7016925.333333333,Unknown,summer,5670776.0,15.550836703352255
Frank,2014-09-05,,2014,9.0,3.0,0,0,,4,31885742.25,0,,Unknown,fall,1897363.0,14.45597611242899
Get on Up,2014-08-01,17.216707972959764,2014,8.0,3.0,0,1,216639112.0,1,97470701.0,18,71046294.6111111,Unknown,winter,33448971.0,17.32553161162979
Suffragette,2015-10-12,16.454567959008102,2014,10.0,4.0,0,0,,1,26096852.0,1,12037973.0,Unknown,fall,31972096.0,17.28037411162811
Ouija,2014-10-24,15.424948670398354,2014,10.0,4.0,0,0,,0,,335,118041359.25373134,Unknown,fall,103687316.0,18.456890360994755
Heaven Is for Real,2014-04-16,16.300417291085605,2014,4.0,2.0,0,3,119555226.0,3,3607048.3333333335,90,56971049.21111111,Unknown,spring,101982712.0,18.440313876492965
While We're Young,2015-04-17,16.118095750958314,2014,4.0,2.0,0,6,5070125.0,23,209368911.17391303,0,,Unknown,spring,18117839.0,16.712407646175578
Winter Sleep,2014-06-12,,2014,6.0,2.0,0,1,2099472.0,0,,1,2099472.0,Unknown,summer,4018705.0,15.206470518230057
White Bird in a Blizzard,2014-09-25,,2014,9.0,3.0,0,7,517159.5714285714,0,,2,663873.5,Unknown,fall,469701.0,13.059853730043066
Dear White People,2014-12-04,,2014,12.0,4.0,1,0,,0,,0,,Unknown,holiday,4633961.0,15.34892278368188
Calvary,2014-04-11,,2014,4.0,2.0,0,1,19561904.0,2,10388051.0,46,42485140.97826087,Unknown,spring,16887741.0,16.642098591273747
Think Like a Man Too,2014-06-20,16.993564429978885,2014,6.0,2.0,0,5,175967699.8,0,,0,,Unknown,summer,70181428.0,18.066594289838516
Heaven Knows What,2015-05-29,,2014,5.0,2.0,0,0,,0,,0,,Unknown,summer,84417.0,11.343535927987384
The Keeping Room,2015-09-25,,2014,9.0,3.0,0,1,10371451.0,2,2415297.5,0,,Unknown,fall,73922.0,11.210779289907626
Planes: Fire & Rescue,2014-07-18,17.72753358339242,2014,7.0,3.0,0,0,,1,59768495.0,0,,Unknown,summer,146965787.0,18.80571038296221
Top Five,2014-12-12,16.300417291085605,2014,12.0,4.0,1,1,38620484.0,6,120364846.5,0,,Unknown,holiday,26117471.0,17.078115073615116
99 Homes,2015-10-09,15.894952224644102,2014,10.0,4.0,0,0,,1,757930663.0,0,,Unknown,fall,1828232.0,14.418860484580463
Black or White,2015-01-30,16.012735246411598,2014,1.0,1.0,0,4,18331690.75,23,116820196.0,0,,Unknown,winter,21833967.0,16.898977480217173
Clouds of Sils Maria,2014-08-20,,2014,8.0,3.0,0,3,447301.3333333333,7,26170950.14285714,0,,Unknown,winter,4728401.0,15.369097859834328
Big Stone Gap,2016-05-20,,2014,5.0,2.0,0,0,,5,53316639.2,0,,Unknown,summer,1012804.0,13.82823426716871
Laggies,2014-10-24,15.424948670398354,2014,10.0,4.0,0,1,3242802.0,9,53200124.55555555,3,13680865.666666666,Unknown,fall,2379154.0,14.682255940588512
Mad Max: Fury Road,2015-05-15,18.826145858727198,2015,5.0,2.0,0,11,72706775.18181819,5,20944504.6,301,153636401.62790698,Unknown,summer,375658750.0,19.74419171212903
Avengers: Age of Ultron,2015-05-01,19.33697147982652,2015,5.0,2.0,0,3,521533955.0,17,315609874.0588235,4,1037940013.5,Unknown,summer,1402809540.0,21.061742877604374
Crimson Peak,2015-10-16,17.822843761378564,2015,10.0,4.0,0,8,118780711.625,4,269527448.25,0,,Unknown,fall,74679822.0,18.12872050652251
Furious 7,2015-04-03,19.06253463538792,2015,4.0,2.0,0,6,120839252.33333333,11,253810078.54545453,340,118532062.42058824,Unknown,spring,1515341399.0,21.13890659705568
The Hateful Eight,2015-12-30,17.599700214609808,2015,12.0,4.0,1,7,191296175.57142857,13,46698968.384615384,0,,Unknown,holiday,156480177.0,18.868439901775698
Ant-Man,2015-07-17,18.683045016112164,2015,7.0,3.0,0,4,139706971.75,5,59895199.8,1,12128575.0,Unknown,summer,519311965.0,20.06801535110636
Fifty Shades of Grey,2015-02-13,17.50439003707821,2015,2.0,1.0,0,1,6577779.0,0,,34,49814082.14705882,Unknown,winter,569651467.0,20.160535272126054
Sicario,2015-10-02,17.216707972959764,2015,10.0,4.0,0,4,33237222.25,1,29196409.0,41,93126754.95121951,Unknown,fall,84872444.0,18.256660040297245
The Witch,2016-02-19,15.201805169084134,2015,2.0,1.0,0,0,,0,,0,,Unknown,winter,40423945.0,17.514932890112895
The Big Short,2015-12-23,17.147715103853763,2015,12.0,4.0,1,5,145257705.2,18,210645131.16666666,290,117585340.21724138,Unknown,holiday,133440870.0,18.709169023831585
Jurassic World,2015-06-12,18.826145858727198,2015,6.0,2.0,0,1,4424699.0,2,620705419.5,340,118532062.42058824,Unknown,summer,1670516444.0,21.236398664070606
The Revenant,2016-01-08,18.72078534381011,2015,1.0,1.0,0,5,69005873.6,18,336436188.3888889,32,75414527.15625,Unknown,winter,532950503.0,20.09393911477868
The Martian,2015-10-02,18.497641794347754,2015,10.0,4.0,0,20,153933258.95,19,124551002.5263158,218,147162849.53669724,Unknown,fall,630162448.0,20.261488199666378
Room,2016-01-22,16.380459992348886,2015,1.0,1.0,0,1,1897363.0,1,1645164.0,1,1897363.0,Unknown,winter,35401758.0,17.38227206613507
Inside Out,2015-06-19,18.980296537602072,2015,6.0,2.0,0,2,657403420.0,1,149411550.0,7,601341806.4285715,Unknown,summer,858848019.0,20.571102537636257
Spotlight,2015-11-20,16.811242881518265,2015,11.0,4.0,1,3,12896156.0,2,1801786.0,0,,Unknown,holiday,98690254.0,18.407496765993265
American Ultra,2015-08-21,17.147715103853763,2015,8.0,3.0,0,1,102731865.0,8,215146755.75,0,,Unknown,winter,27262374.0,17.12101810442878
The Man from U.N.C.L.E.,2015-08-14,18.132998684833918,2015,8.0,3.0,0,7,169874584.0,3,303937706.0,301,153636401.62790698,Unknown,winter,107045109.0,18.488760892367644
Terminator Genisys,2015-07-01,18.858935681335133,2015,7.0,3.0,0,1,644783140.0,25,150253381.4,290,117585340.21724138,Unknown,summer,440603537.0,19.903656022259423
Cinderella,2015-03-13,18.36938746009113,2015,3.0,1.0,0,9,86299117.44444445,0,,0,,Unknown,spring,542358331.0,20.11143747010561
Star Wars: Episode VII - The Force Awakens,2015-12-18,19.316768772590635,2015,12.0,4.0,1,4,377905293.75,0,,7,523835423.5714286,Unknown,holiday,2069521700.0,21.450583355205836
The Lobster,2015-10-16,,2015,10.0,4.0,0,1,676126.0,14,59895087.428571425,9,14278992.444444444,Unknown,fall,15509546.0,16.55696632776294
Spectre,2015-11-06,19.316768772590635,2015,11.0,4.0,1,6,305784060.8333333,8,353148751.625,0,,Unknown,holiday,880681519.0,20.596206620246804
High-Rise,2016-04-28,,2015,4.0,2.0,0,3,890126.3333333334,0,,2,20053931.5,Unknown,spring,4289074.0,15.27158164993974
Legend,2015-11-20,17.216707972959764,2015,11.0,4.0,1,4,97036275.25,5,20944504.6,1,4381603.0,Unknown,holiday,42972994.0,17.57608245311281
Chappie,2015-03-06,17.707330876483063,2015,3.0,1.0,0,2,248514825.0,2,105507318.5,299,114292325.13712375,Unknown,spring,102811889.0,18.448411565775665
Knock Knock,2015-10-09,14.731801689838349,2015,10.0,4.0,0,4,40231963.0,23,148159390.7826087,1,233555708.0,Unknown,fall,5567103.0,15.532385548507225
In the Heart of the Sea,2015-12-11,18.420680753952364,2015,12.0,4.0,1,21,176301017.9047619,3,381686684.6666667,301,153636401.62790698,Unknown,holiday,93920758.0,18.357961995357233
The Bronze,2016-03-18,15.068273812173887,2015,3.0,1.0,0,0,,0,,0,,Unknown,spring,615816.0,13.330705120457191
The Intern,2015-09-25,17.370858648025116,2015,9.0,3.0,0,5,231300578.6,38,53542462.39473684,0,,Unknown,fall,194564672.0,19.08627517475134
The Hunger Games: Mockingjay - Part 2,2015-11-20,18.8906843794481,2015,11.0,4.0,1,5,510751627.8,5,474569429.2,41,93126754.95121951,Unknown,holiday,658344137.0,20.30523835864861
Everest,2015-09-25,17.822843761378564,2015,9.0,3.0,0,2,114101311.5,0,,4,38676784.5,Unknown,fall,203427584.0,19.13082065185227
Blackhat,2015-01-16,18.064005814299346,2015,1.0,1.0,0,10,103351766.1,3,381686684.6666667,1,213719942.0,Unknown,winter,19652057.0,16.793692623619872
Spy,2015-06-05,17.989897843244528,2015,6.0,2.0,0,2,259157147.0,1,100375432.0,218,147162849.53669724,Unknown,summer,235666219.0,19.27792703985855
Fantastic Four,2015-08-07,18.603002309079653,2015,8.0,3.0,0,1,126636097.0,4,26218335.5,218,147162849.53669724,Unknown,winter,167882881.0,18.938777163306376
Mission: Impossible - Rogue Nation,2015-07-31,18.826145858727198,2015,7.0,3.0,0,2,115770783.5,29,255928767.20689654,290,117585340.21724138,Unknown,summer,682716636.0,20.341590451507134
The Visit,2015-09-11,15.424948670398354,2015,9.0,3.0,0,9,265074095.1111111,0,,0,,Unknown,fall,98450062.0,18.405060002967943
Vacation,2015-07-29,17.249497794707484,2015,7.0,3.0,0,0,,0,,2,102233889.0,Unknown,summer,107228221.0,18.490470036878218
Creed,2015-11-25,17.370858648025116,2015,11.0,4.0,1,1,17385830.0,1,17385830.0,113,70547982.98230088,Unknown,holiday,173567581.0,18.97207760312117
